Date-Time,Area_A_Optimizer,Area_A_Wet_Bulb,Area_A_Relative_Humidity,Area_A_Temperature,Area_A_Compressor_Power,Area_A_Compressor_Stage
2017-11-05T22:24:00,1.95313,75.17241014,40.41989831,94.76747458,39.68555932,STAGE 2
2017-11-05T22:26:00,1.95313,74.89019839,40.48902439,94.3612439,39.9398374,STAGE 2
2017-11-05T22:28:00,1.95313,75.14954439,40.70491453,94.581,40.20606838,STAGE 2
2017-11-05T22:30:00,1.97853,75.45377425,40.70339024,94.97813821,39.76086179,STAGE 2
2017-11-05T22:32:00,2.33082,76.13239413,40.6779404,95.87709934,39.46580795,STAGE 2
2017-11-05T22:34:00,2.02038,76.1793237,39.93250993,96.35948344,39.67719868,STAGE 2
2017-11-05T22:36:00,1.59155,75.84233864,38.95187603,96.47739669,39.64003306,STAGE 2
2017-11-05T22:38:00,1.97895,75.87442615,38.77561157,96.62205785,39.84743802,STAGE 2
2017-11-05T22:40:00,2.32096,75.19188226,38.42335833,95.92143333,39.77296667,STAGE 2
2017-11-05T22:42:00,1.95313,74.81062237,38.55157025,95.34178512,39.6225124,STAGE 2
2017-11-05T22:44:00,1.95313,75.30431876,38.95246154,95.76558974,39.80528205,STAGE 2
2017-11-05T22:46:00,1.92783,75.02358754,38.67205755,95.55490647,39.72648201,STAGE 2
2017-11-05T22:48:00,1.5906,75.25478874,38.76615827,95.80699281,39.83957554,STAGE 2
2017-11-05T22:50:00,1.95313,75.1985337,38.61784553,95.81786992,39.63993496,STAGE 2
2017-11-05T22:52:00,1.95313,74.93136569,38.63983193,95.45129412,40.19635294,STAGE 2
2017-11-05T22:54:00,1.95313,74.67855676,38.87976271,94.98013559,39.75016949,STAGE 2
2017-11-05T22:56:00,1.95313,74.48955307,39.20952,94.545056,38.93264,STAGE 2
2017-11-05T22:58:00,1.95313,74.4154159,39.74131579,94.15165789,38.96868421,STAGE 2
2017-11-05T23:00:00,1.92477,74.64964261,40.2018629,94.20466935,39.92341129,STAGE 2
2017-11-05T23:02:00,1.57878,74.97374765,40.26775,94.59191667,39.52716667,STAGE 2
2017-11-05T23:04:00,1.91974,75.37209468,40.33258974,95.07658974,39.98920513,STAGE 2
2017-11-05T23:06:00,1.2231,75.21407999,39.81142623,95.16027869,39.95116393,STAGE 2
2017-11-05T23:08:00,1.95313,75.00443089,39.2035,95.22685,39.9809,STAGE 2
2017-11-05T23:10:00,1.95313,75.16034209,38.89719835,95.60692562,39.98504132,STAGE 2
2017-11-05T23:12:00,1.95313,75.0958375,38.65254167,95.66183333,40.45720833,STAGE 2
2017-11-05T23:14:00,1.95313,74.89982267,38.22593388,95.64768595,40.26068595,STAGE 2
2017-11-05T23:16:00,1.95313,75.10288191,38.17365217,95.94801739,39.85562609,STAGE 2
2017-11-05T23:18:00,1.95313,75.13787563,38.0425,96.070975,39.750675,STAGE 2
2017-11-05T23:20:00,1.95313,74.66675407,37.95234711,95.49616529,39.62133884,STAGE 2
2017-11-05T23:22:00,1.95313,74.56155846,38.4416,95.0746,39.7702,STAGE 2
2017-11-05T23:24:00,1.95313,74.29750362,38.46852459,94.70929508,40.05365574,STAGE 2
2017-11-05T23:26:00,1.95313,74.38733865,38.94573554,94.5582562,40.04976033,STAGE 2
2017-11-05T23:28:00,1.95313,74.31220029,39.21345378,94.30912605,39.79864706,STAGE 2
2017-11-05T23:30:00,1.95313,74.27706981,39.31837815,94.20440336,39.83293277,STAGE 2
2017-11-05T23:32:00,2.13542,74.40704671,39.38894167,94.33608333,39.3385,STAGE 2
2017-11-05T23:34:00,5.14536,74.57315828,39.49830328,94.49354098,39.30208197,STAGE 2
2017-11-05T23:36:00,6.03841,74.29609512,39.46733333,94.14666667,39.62154167,STAGE 2
2017-11-05T23:38:00,1.20555,74.52564326,39.77912931,94.27527586,39.40281034,STAGE 2
2017-11-05T23:40:00,1.95313,74.54536867,39.86070588,94.25613445,39.92836975,STAGE 2
2017-11-05T23:42:00,1.88961,74.55824837,39.44884553,94.50154472,40.39513821,STAGE 2
2017-11-05T23:44:00,1.19393,74.57469169,39.26256452,94.62731452,39.95498387,STAGE 2
2017-11-05T23:46:00,1.57252,74.56914222,39.38894872,94.54928205,39.94730769,STAGE 2
2017-11-05T23:48:00,1.85707,74.56410955,39.37436066,94.55080328,40.2657377,STAGE 2
2017-11-05T23:50:00,0.04006,74.32414983,39.12890598,94.37211111,39.5942906,STAGE 2
2017-11-05T23:52:00,1.21745,74.27736972,39.07921667,94.33825,39.8717,STAGE 2
2017-11-05T23:54:00,1.95313,74.045759,38.78416667,94.19793333,39.6759,STAGE 2
2017-11-05T23:56:00,1.95313,74.11909079,38.91877686,94.21930579,39.95242149,STAGE 2
2017-11-05T23:58:00,1.93343,74.21679722,38.97715966,94.31554622,39.47172269,STAGE 2
2017-11-06T00:00:00,1.49414,74.22991901,39.24285,94.18443333,38.22768333,STAGE 2
2017-11-06T00:02:00,0.36821,74.24019077,39.54844262,94.02833607,21.48258772,TRANSITION
2017-11-06T00:04:00,0,74.33428171,39.84760684,93.98676923,0.003639696,OFF
2017-11-06T00:06:00,0,74.19664377,40.14070968,93.64625806,0.0029228,OFF
2017-11-06T00:08:00,0,74.01320334,40.30655172,93.3167931,0.002927503,OFF
2017-11-06T00:10:00,0,73.81720616,40.60801653,92.89936364,0.003050182,OFF
2017-11-06T00:12:00,0,73.63523452,40.69317949,92.61733333,0.0029228,OFF
2017-11-06T00:14:00,0,73.57493027,40.69625641,92.53733333,0.0029228,OFF
2017-11-06T00:16:00,0,73.76659662,41.07015702,92.58795868,0.0029228,OFF
2017-11-06T00:18:00,0,73.79675902,41.18745,92.5651,0.0029228,OFF
2017-11-06T00:20:00,0,73.59899906,40.91545455,92.45245455,0.0029228,OFF
2017-11-06T00:22:00,0,73.7749057,41.3707377,92.44040164,0.0029228,OFF
2017-11-06T00:24:00,0,73.79986799,41.50405128,92.40276923,0.0029228,OFF
2017-11-06T00:26:00,0,73.77531301,41.4622521,92.39294118,0.0029228,OFF
2017-11-06T00:28:00,0,73.70716073,41.35897521,92.359,0.0029228,OFF
2017-11-06T00:30:00,0,73.56588923,41.44668852,92.13055738,0.0029228,OFF
2017-11-06T00:32:00,0,73.60904482,41.57155556,92.12117949,0.0029228,OFF
2017-11-06T00:34:00,0,73.53963573,41.45097521,92.09441322,0.0029228,OFF
2017-11-06T00:36:00,0,73.52901202,41.53485,92.037,0.0029228,OFF
2017-11-06T00:38:00,0,73.56147131,41.58791803,92.05127869,0.0029228,OFF
2017-11-06T00:40:00,0,73.47960873,41.56286777,91.95867769,0.0029228,OFF
2017-11-06T00:42:00,0,73.40136402,41.44739474,91.91771053,0.0029228,OFF
2017-11-06T00:44:00,0,73.41789028,41.66215,91.8276,0.0029228,OFF
2017-11-06T00:46:00,0,73.44283616,41.85704878,91.75902439,0.0029228,OFF
2017-11-06T00:48:00,0,73.46081539,41.96148276,91.72836207,0.0029228,OFF
2017-11-06T00:50:00,0,73.39528504,42.00972727,91.61929752,0.0029228,OFF
2017-11-06T00:52:00,0,73.35927183,42.05947541,91.54751639,0.002930207,OFF
2017-11-06T00:54:00,0,73.37161878,42.30065217,91.44008696,0.003018835,OFF
2017-11-06T00:56:00,0,73.33660953,42.24326087,91.42443478,0.002944002,OFF
2017-11-06T00:58:00,0,73.11263809,41.86404348,91.33049565,0.0029228,OFF
2017-11-06T01:00:00,0,73.16000143,42.1304918,91.2552459,0.002936949,OFF
2017-11-06T01:02:00,0,73.17809321,42.32926829,91.17736585,0.003103685,OFF
2017-11-06T01:04:00,0,73.13047089,42.39853913,91.08121739,0.0029228,OFF
2017-11-06T01:06:00,0,73.052344,42.36891803,90.99610656,0.0029228,OFF
2017-11-06T01:08:00,0,73.02760234,42.51371654,90.89132283,0.002930654,OFF
2017-11-06T01:10:00,0,73.0035412,42.646,90.794,0.0030653,OFF
2017-11-06T01:12:00,0,72.9591982,42.79036585,90.665,0.003133685,OFF
